Players,2022 Set,Country,State Association,Age,Specialism,Batting Style,Bowling Style,Test caps,ODI caps,T20 caps,IPL,Previous IPLTeam(s),2021 Team,2021 IPL,C/U/A,Reserve Price Rs Lakh,Price Paid,Team,Bid
Sean Abbott,FA4,Australia,F,30,BOWLER,RHB,RIGHT ARM Fast,0.0,2.0,7.0,2.0,RCB,Do No Play,0.0,Capped,75,24000000.0,SRH,Sold
Taskin Ahmed,FA4,Bangladesh,F,27,BOWLER,LHB,RIGHT ARM Fast,8.0,42.0,33.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Marchant De Lange,FA4,South Africa,F,31,BOWLER,RHB,RIGHT ARM Fast,2.0,4.0,6.0,5.0,"KKR, MI",Do No Play,0.0,Capped,200,0.0,UnSold,UnSold
Alzarri Joseph,FA4,West Indies,F,25,BOWLER,RHB,RIGHT ARM Fast,17.0,40.0,0.0,3.0,MI,Do No Play,0.0,Capped,75,24000000.0,GT,Sold
Dhawal Kulkarni,FA4,India,MCA,33,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,12.0,2.0,92.0,"GL, RR, MI",MI,1.0,Capped,75,0.0,UnSold,UnSold
Saqib Mahmood,FA4,England,F,25,BOWLER,RHB,RIGHT ARM Fast,0.0,7.0,9.0,0.0,Do No Play,Do No Play,0.0,Capped,200,0.0,UnSold,UnSold
Riley Meredith,FA4,Australia,F,25,BOWLER,RHB,RIGHT ARM Fast,0.0,1.0,5.0,5.0,PBKS,PBKS,5.0,Capped,100,10000000.0,MI,Sold
Kane Richardson,FA4,Australia,F,31,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,25.0,26.0,15.0,"PWI, RR, RCB",RCB,1.0,Capped,150,0.0,UnSold,UnSold
Tim Southee,FA4,New Zealand,F,33,BOWLER,RHB,RIGHT ARM Fast,83.0,143.0,92.0,43.0,"CSK, RR, MI, RCB, KKR",KKR,3.0,Capped,150,15000000.0,KKR,Sold
Naveen Ul Haq,FA4,Afghanistan,F,22,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,7.0,13.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Harpreet Bhatia,UBA4,India,CSCSCA,30,BATSMAN,LHB,RIGHT ARM Medium,0.0,0.0,0.0,4.0,"KKR, PWI, RCB",Do No Play,0.0,Uncapped,40,0.0,UnSold,UnSold
Rahul Buddhi,UBA4,India,HYCA,24,BATSMAN,LHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,MI,Sold
Sudip Chatterjee,UBA4,India,CAB,30,BATSMAN,LHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Hiten Dalal,UBA4,India,DDCA,27,BATSMAN,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Abhimanyu Easwaran,UBA4,India,CAB,26,BATSMAN,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Laurie Evans,UBA4,England,F,34,BATSMAN,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,40,0.0,UnSold,UnSold
Rahul Gahlaut,UBA4,India,SSCB,26,BATSMAN,LHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Amandeep Khare,UBA4,India,CSCSCA,24,BATSMAN,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Mayank Rawat,UBA4,India,DDCA,22,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Dhruv Shorey,UBA4,India,DDCA,29,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,2.0,CSK,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Ayush Badoni,UAL4,India,DDCA,22,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,LSG,Sold
Aneeshwar Gautam,UAL4,India,KSCA,19,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,RCB,Sold
Benny Howell,UAL4,England,F,33,ALL-ROUNDER,RHB,RIGHT ARM Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,40,4000000.0,PK,Sold
Hayden Kerr,UAL4,Australia,F,25,ALL-ROUNDER,RHB,LEFT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Saurabh Kumar,UAL4,India,UPCA,28,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,"RPS, PBKS",Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Shams Mulani,UAL4,India,MCA,25,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Dhruv Patel,UAL4,India,BCA,24,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Atit Sheth,UAL4,India,BCA,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Utkarsh Singh,UAL4,India,JSCA,23,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,PBKS,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
David Wiese,UAL4,Namibia,F,36,ALL-ROUNDER,RHB,RIGHT ARM Medium,0.0,0.0,0.0,15.0,RCB,Do No Play,0.0,Associate,50,0.0,UnSold,UnSold
Kaif Ahmad,UWK3,India,CAB,24,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Shubhum Arora,UWK3,India,HPCA,24,WICKETKEEPER,LHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Baba Indrajith,UWK3,India,TNCA,27,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,KKR,Sold
Arun Karthick,UWK3,India,TNCA,36,WICKETKEEPER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,17.0,"CSK, RCB",Do No Play,0.0,Uncapped,40,0.0,UnSold,UnSold
Eknath Kerkar,UWK3,India,GCA,28,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Kennar Lewis,UWK3,West Indies,F,30,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,40,0.0,UnSold,UnSold
Nikhil Naik,UWK3,India,MACA,27,WICKETKEEPER,RHB,-,0.0,0.0,0.0,4.0,"KXIP, KKR",Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Urvil Patel,UWK3,India,GUCA,23,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
BR Sharath,UWK3,India,KSCA,25,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
KL Shrijith,UWK3,India,KSCA,25,WICKETKEEPER,LHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Mohit Avasthi,UFA4,India,MCA,29,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Sushant Mishra,UFA4,India,JSCA,21,BOWLER,LHB,LEFT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Matheesha Pathirana,UFA4,Sri Lanka,F,19,BOWLER,RHB,RIGHT ARM Fast,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
G Periyasamy,UFA4,India,TNCA,28,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
MHarishankar Reddy,UFA4,India,ACA,23,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
R Silambarasan,UFA4,India,TNCA,29,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Aditya Thakare,UFA4,India,VCA,23,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Tanveer Ul Haq,UFA4,India,RCA,30,BOWLER,RHB,LEFT ARM Fast,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Kuldip Yadav,UFA4,India,DDCA,25,BOWLER,LHB,LEFT ARM Fast,0.0,0.0,0.0,1.0,Do No Play,RR,1.0,Uncapped,20,2000000.0,RR,Sold
Prithviraj Yarra,UFA4,India,ACA,24,BOWLER,LHB,LEFT ARM Fast,0.0,0.0,0.0,2.0,"KKR, SRH",Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Satyajeet Bachhav,USP3,India,MACA,29,BOWLER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Chintal Gandhi,USP3,India,BCA,27,BOWLER,LHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Jacob Lintott,USP3,England,F,28,BOWLER,RHB,LEFT ARM Slow Unorthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Izharulhuq Naveed,USP3,Afghanistan,F,18,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Tanveer Sangha,USP3,Australia,F,20,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Manav Suthar,USP3,India,RCA,19,BOWLER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Milind Tandon,USP3,India,DDCA,28,BOWLER,RHB,LEFT ARM Slow Unorthodox,0.0,0.0,0.0,0.0,RPS,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Sagar Udeshi,USP3,India,CAP,35,BOWLER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Kushaal Wadhwani,USP3,India,KSCA,25,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Akshay Wakhare,USP3,India,VCA,36,BOWLER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Darren Bravo,BA5,West Indies,F,33,BATSMAN,LHB,-,56.0,119.0,22.0,1.0,KKR,Do No Play,0.0,Capped,75,0.0,UnSold,UnSold
Shamrah Brooks,BA5,West Indies,F,33,BATSMAN,RHB,RIGHT ARM Leg Spin,8.0,3.0,3.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Avishka Fernando,BA5,Sri Lanka,F,24,BATSMAN,RHB,RIGHT ARM Medium,0.0,26.0,30.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Zubayr Hamza,BA5,South Africa,F,26,BATSMAN,RHB,RIGHT ARM Leg Spin,5.0,1.0,0.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Pathum Nissaanka,BA5,Sri Lanka,F,23,BATSMAN,RHB,RIGHT ARM Off Spin,6.0,9.0,12.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Kurtis Patterson,BA5,Australia,F,29,BATSMAN,LHB,-,2.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Hashmatullah Shahidi,BA5,Afghanistan,F,27,BATSMAN,LHB,RIGHT ARM Off Spin,5.0,44.0,4.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Manoj Tiwary,BA5,India,CAB,36,BATSMAN,RHB,RIGHT ARM Leg Spin,0.0,12.0,3.0,98.0,"DD, KKR, RPS, KXIP",Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Ashton Agar,AL5,Australia,F,28,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,4.0,15.0,40.0,0.0,Do No Play,Do No Play,0.0,Capped,200,0.0,UnSold,UnSold
Carlos Brathwaite,AL5,West Indies,F,33,ALL-ROUNDER,RHB,RIGHT ARM Fast,3.0,44.0,41.0,16.0,"DD, SRH, KKR",Do No Play,0.0,Capped,75,0.0,UnSold,UnSold
Kedar Jadhav,AL5,India,MACA,37,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,73.0,9.0,93.0,"KTK, DD, RCB, CSK, SRH",SRH,7.0,Capped,100,0.0,UnSold,UnSold
Chamika Karunaratne,AL5,Sri Lanka,F,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,1.0,10.0,14.0,0.0,Do No Play,Do No Play,0.0,Capped,50,5000000.0,KKR,Sold
Colin Munro,AL5,New Zealand,F,35,ALL-ROUNDER,LHB,RIGHT ARM Medium,1.0,57.0,65.0,13.0,"KKR, DC",Do No Play,0.0,Capped,150,0.0,UnSold,UnSold
Gulbadin Naib,AL5,Afghanistan,F,30,ALL-ROUNDER,RHB,RIGHT ARM Medium,0.0,68.0,53.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Keemo Paul,AL5,West Indies,F,24,ALL-ROUNDER,RHB,RIGHT ARM Fast,3.0,29.0,20.0,8.0,DC,Do No Play,0.0,Capped,75,0.0,UnSold,UnSold
Parvez Rasool,AL5,India,JKCA,33,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,1.0,1.0,11.0,"PWI,SRH, RCB",Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Dasun Shanaka,AL5,Sri Lanka,F,30,ALL-ROUNDER,RHB,RIGHT ARM Medium,6.0,34.0,57.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
David Willey,AL5,England,F,32,ALL-ROUNDER,LHB,LEFT ARM Fast Medium,0.0,52.0,32.0,3.0,CSK,Do No Play,0.0,Capped,200,20000000.0,RCB,Sold
Varun Aaron,FA5,India,JSCA,32,BOWLER,RHB,RIGHT ARM Fast,9.0,9.0,0.0,50.0,"DD, RCB,KXIP, RR",Do No Play,0.0,Capped,50,5000000.0,GT,Sold
Wesley Agar,FA5,Australia,F,25,BOWLER,RHB,RIGHT ARM Fast,0.0,2.0,0.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Shoriful Islam,FA5,Bangladesh,F,20,BOWLER,LHB,LEFT ARM Fast Medium,0.0,0.0,1.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Josh Little,FA5,Ireland,F,22,BOWLER,RHB,LEFT ARM Fast Medium,0.0,19.0,27.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Blessing Muzarabani,FA5,Zimbabwe,F,25,BOWLER,RHB,RIGHT ARM Fast,6.0,27.0,21.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Jayden Seales,FA5,West Indies,F,20,BOWLER,LHB,RIGHT ARM Fast,4.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Mohit Sharma,FA5,India,HCA,33,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,26.0,8.0,86.0,"KXIP, CSK, DC",Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Barinder Sran,FA5,India,PCA,29,BOWLER,LHB,LEFT ARM Fast Medium,0.0,6.0,2.0,24.0,"RR, SRH, KXIP, MI",Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Billy Stanlake,FA5,Australia,F,27,BOWLER,LHB,RIGHT ARM Fast,0.0,7.0,19.0,6.0,"RCB, SRH",Do No Play,0.0,Capped,75,0.0,UnSold,UnSold
Neil Wagner,FA5,New Zealand,F,36,BOWLER,LHB,LEFT ARM Fast Medium,54.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Qamran Iqbal,UBA5,India,JKCA,20,BATSMAN,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Ishank Jaggi,UBA5,India,JSCA,33,BATSMAN,RHB,-,0.0,0.0,0.0,7.0,"DCH, KKR",Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Rohan Kunnummal,UBA5,India,KCA,23,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Tanmay Mishra,UBA5,India,MCA,35,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,1.0,DCH,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Yash Nahar,UBA5,India,MACA,27,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Shubham Singh Rohilla,UBA5,India,HCA,24,BATSMAN,LHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Alex Ross,UBA5,Australia,F,29,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
R Samarth,UBA5,India,KSCA,29,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,SRH,Sold
Naushad Shaikh,UBA5,India,MACA,30,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Abhijeet Tomar,UBA5,India,RCA,27,BATSMAN,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,4000000.0,KKR,Sold
Baba Aparajith,UAL5,India,TNCA,27,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,RPS,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Prayas Barman,UAL5,India,CAB,19,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,1.0,RCB,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Yudhvir Charak,UAL5,India,HYCA,24,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,MI,MI,0.0,Uncapped,20,0.0,UnSold,UnSold
Shubhang Hegde,UAL5,India,KSCA,21,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Roosh Kalaria,UAL5,India,GUCA,29,ALL-ROUNDER,RHB,LEFT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Aman Khan,UAL5,India,MCA,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,KKR,Sold
Tanush Kotian,UAL5,India,MCA,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Pradeep Sangwan,UAL5,India,DDCA,31,ALL-ROUNDER,RHB,LEFT ARM Fast,0.0,0.0,0.0,39.0,"DD, GL, MI",Do No Play,0.0,Uncapped,20,2000000.0,GT,Sold
Kaushal Tambe,UAL5,India,MACA,19,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Shivank Vashisth,UAL5,India,DDCA,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Rahul Chandrol,UWK4,India,MPCA,21,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Harvik Desai,UWK4,India,SCA,22,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Cam Fletcher,UWK4,New Zealand,F,29,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Tarang Gohel,UWK4,India,SCA,22,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Fazil Makaya,UWK4,India,JKCA,25,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Ryan Rickelton,UWK4,South Africa,F,25,WICKETKEEPER,LHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Sandeep Kumar Tomar,UWK4,India,UPCA,23,WICKETKEEPER,LHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Siddhesh Wath,UWK4,India,VCA,24,WICKETKEEPER,RHB,-,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Stephen Cheepurupalli,UFA5,India,ACA,28,BOWLER,LHB,LEFT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Aniket Choudhary,UFA5,India,RCA,32,BOWLER,RHB,LEFT ARM Fast Medium,0.0,0.0,0.0,5.0,RCB,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Kartikeya Kak,UFA5,India,HYCA,25,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Ali Khan,UFA5,USA,F,31,BOWLER,RHB,RIGHT ARM Fast,0.0,0.0,0.0,0.0,KKR,Do No Play,0.0,Associate,40,0.0,UnSold,UnSold
Kulwant Khejroliya,UFA5,India,DDCA,30,BOWLER,LHB,LEFT ARM Fast,0.0,0.0,0.0,5.0,"MI, RCB, DC",DC,0.0,Uncapped,20,0.0,UnSold,UnSold
Ronit More,UFA5,India,KSCA,30,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,2.0,CSK,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
M Nidheesh,UFA5,India,KCA,30,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,MI,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Babasafi Pathan,UFA5,India,BCA,27,BOWLER,RHB,RIGHT ARM Fast,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Vidyadhar Patil,UFA5,India,KSCA,21,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Mukesh Kumar Singh,UFA5,India,CAB,28,BOWLER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
R Alexandar,USP4,India,TNCA,26,BOWLER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Adithya Ashok,USP4,New Zealand,F,19,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Jasmer Dhankhar,USP4,India,UPCA,23,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Prerit Dutta,USP4,India,PCA,23,BOWLER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Jon Russ Jaggesar,USP4,West Indies,F,36,BOWLER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
S Kishan Kumar,USP4,India,TNCA,22,BOWLER,LHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Kevin Koththigoda,USP4,Sri Lanka,F,23,BOWLER,LHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Swaraj Wabale,USP4,India,MACA,24,BOWLER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Curtis Campher,AL6,Ireland,F,22,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,13.0,9.0,0.0,Do No Play,Do No Play,0.0,Capped,50,0.0,UnSold,UnSold
Colin De Grandhomme,AL6,New Zealand,F,35,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,26.0,42.0,41.0,25.0,"KKR, RCB",Do No Play,0.0,Capped,100,0.0,UnSold,UnSold
James Faulkner,AL6,Australia,F,31,ALL-ROUNDER,RHB,LEFT ARM Medium,1.0,69.0,24.0,60.0,"PWI, KXIP, RR, GL",Do No Play,0.0,Capped,100,0.0,UnSold,UnSold
